bin_center,counts,errors
3.15125,79.0,8.888194417315589
3.1537499999999996,121.0,11.0
3.15625,182.0,13.490737563232042
3.15875,241.0,15.524174696260024
3.16125,337.0,18.35755975068582
3.16375,361.0,19.0
3.16625,398.0,19.949937343260004
3.1687499999999997,482.0,21.95449840010015
3.1712499999999997,608.0,24.657656011875904
3.17375,604.0,24.576411454889016
3.17625,737.0,27.147743920996454
3.17875,799.0,28.26658805020514
3.18125,911.0,30.18277654557314
3.18375,990.0,31.464265445104548
3.1862500000000002,1056.0,32.49615361854384
3.1887499999999998,1066.0,32.64965543462902
3.19125,1204.0,34.698703145794944
3.19375,1344.0,36.66060555964672
3.19625,1404.0,37.469987990390386
3.19875,1561.0,39.50949253027682
3.20125,1712.0,41.376321731154405
3.2037500000000003,1898.0,43.56604182158393
3.20625,1909.0,43.69210454990696
3.20875,1993.0,44.64302857109943
3.2112499999999997,2075.0,45.552167895721496
3.21375,2183.0,46.72258554489466
3.21625,2307.0,48.03123983409131
3.21875,2545.0,50.44799302251776
3.2212499999999995,2620.0,51.18593556827891
3.22375,2706.0,52.01922721455981
3.22625,2813.0,53.03772242470448
3.22875,2976.0,54.55272678794342
3.23125,3091.0,55.59676249567055
3.2337499999999997,3257.0,57.0701322935211
3.23625,3256.0,57.06137047074842
3.23875,3510.0,59.2452529743945
3.24125,3588.0,59.89991652748775
3.24375,3627.0,60.22457969965419
3.24625,3905.0,62.489999199871974
3.2487500000000002,3974.0,63.03967004989794
3.25125,4057.0,63.694583757176716
3.25375,4120.0,64.18722614352485
3.25625,4321.0,65.73431371817918
3.25875,4451.0,66.71581521648372
3.26125,4501.0,67.08949247087803
3.26375,4722.0,68.71681017043792
3.2662500000000003,4846.0,69.61321713582845
3.26875,4889.0,69.92138442565336
3.2712499999999998,4642.0,68.13222438758329
3.2737499999999997,4793.0,69.2314957226839
3.27625,4800.0,69.2820323027551
3.27875,4955.0,70.39176088151227
3.28125,4939.0,70.2780193232564
3.28375,4838.0,69.55573304911681
3.28625,4940.0,70.28513356322232
3.28875,4971.0,70.50531894828929
3.29125,5080.0,71.27411872482185
3.2937499999999997,5100.0,71.4142842854285
3.2962499999999997,5125.0,71.58910531638176
3.29875,5287.0,72.71175970914196
3.3012499999999996,5121.0,71.56116265125938
3.30375,5102.0,71.42828571371429
3.3062500000000004,5291.0,72.73926037567333
3.30875,5176.0,71.9444229944198
3.3112500000000002,5220.0,72.24956747275377
3.31375,5370.0,73.28028384224504
3.31625,5215.0,72.21495689952324
3.31875,5170.0,71.9027120489902
3.32125,5147.0,71.74259543674177
3.32375,4978.0,70.55494312945054
3.32625,5076.0,71.2460525222275
3.32875,4966.0,70.46985170979147
3.33125,4893.0,69.94998213009065
3.3337499999999998,4700.0,68.55654600401044
3.3362499999999997,4831.0,69.50539547402057
3.33875,4584.0,67.70524351924303
3.3412499999999996,4389.0,66.24952830020754
3.34375,4351.0,65.96211033616193
3.34625,4314.0,65.68104749469211
3.34875,3829.0,61.87891401761993
3.3512500000000003,3825.0,61.84658438426491
3.35375,3826.0,61.85466837676846
3.35625,3536.0,59.464274989274024
3.3587499999999997,3461.0,58.83026432033091
3.36125,3298.0,57.42821606144492
3.3637499999999996,3091.0,55.59676249567055
3.36625,2919.0,54.0277706369604
3.36875,2797.0,52.88667128870941
3.37125,2570.0,50.695167422546305
3.37375,2419.0,49.18333050943175
3.3762499999999998,2210.0,47.01063709417264
3.37875,1953.0,44.19275958796871
3.3812499999999996,1810.0,42.5440947723653
3.38375,1616.0,40.19950248448356
3.38625,1348.0,36.71511950137164
3.38875,1249.0,35.34119409414458
3.39125,1047.0,32.357379374726875
3.39375,771.0,27.76688675382964
3.39625,631.0,25.11971337416094
3.3987499999999997,450.0,21.213203435596427
